# UID MID Rating
1433 0 2
1433 1 3
1433 2 2
1433 3 1
1433 4 4
1433 5 2
1433 6 4
1433 7 1
1433 8 3
1433 9 3
1433 10 5
1433 11 5
1433 12 0
1433 13 1
1433 14 3
1433 15 0
1433 16 5
1433 17 2
1433 18 1
1433 19 0
1433 20 3
1433 21 0
1433 22 0
1433 23 3
1433 24 0
1433 25 3
1433 26 0
1433 27 4
1433 28 2
1433 29 0
1433 30 3
1433 31 2
1433 32 3
1433 33 2
1433 34 0
1433 35 3
1433 36 2
1433 37 2
1433 39 5
1433 40 2
1433 41 2
1433 42 3
1433 43 5
1433 44 4
1433 45 3
1433 46 5
1433 47 2
1433 48 5
1433 49 3
1433 50 0
1433 51 2
1433 52 5
1433 53 4
1433 54 3
1433 55 1
1433 56 5
1433 57 5
1433 58 4
1433 59 4
1433 60 2
1433 61 2
1433 62 2
1433 63 2
1433 64 4
1433 65 3
1433 66 1
1433 67 3
1433 68 5
1433 69 5
1433 70 1
1433 71 2
1433 72 4
1433 73 4
1433 74 2
1433 75 5
1433 76 1
1433 78 2
1433 79 4
1433 80 3
1433 81 4
1433 82 5
1433 83 3
1433 84 4
1433 85 0
1433 86 2
1433 87 5
1433 88 3
1433 90 2
1433 91 1
1433 93 0
1433 94 0
1433 95 2
1433 96 2
1433 97 2
1433 98 3
1433 99 4
1433 100 0
1433 101 5
1433 102 2
1433 104 1
1433 106 1
1433 108 1
1433 109 0
1433 110 0
1433 112 2
1433 114 2
1433 118 4
1433 120 3
1433 121 0
1433 122 3
1433 123 2
1433 125 3
1433 126 1
1433 127 0
1433 128 2
1433 129 4
1433 130 3
1433 131 5
1433 133 0
1433 134 5
1433 135 1
1433 136 2
1433 137 0
1433 138 5
1433 139 2
1433 140 1
1433 143 2
1433 144 4
1433 146 1
1433 148 3
1433 149 3
1433 150 1
1433 151 2
1433 152 0
1433 154 0
1433 155 0
1433 156 2
1433 158 4
1433 159 3
1433 160 0
1433 162 0
1433 164 1
1433 165 1
1433 166 4
1433 167 2
1433 168 2
1433 169 5
1433 170 0
1433 171 3
1433 173 5
1433 175 0
1433 176 2
1433 177 4
1433 179 2
1433 180 4
1433 181 1
1433 183 0
1433 185 1
1433 186 4
1433 187 1
1433 188 1
1433 189 2
1433 191 0
1433 192 3
1433 193 2
1433 194 4
1433 196 2
1433 198 1
1433 199 3
1433 201 3
1433 202 0
1433 204 1
1433 205 3
1433 206 4
1433 208 1
1433 209 2
1433 210 1
1433 211 4
1433 212 3
1433 214 4
1433 215 5
1433 216 3
1433 217 4
1433 218 4
1433 219 4
1433 220 2
1433 222 3
1433 223 1
1433 224 1
1433 225 0
1433 226 5
1433 228 0
1433 229 0
1433 230 2
1433 231 1
1433 232 5
1433 233 1
1433 234 0
1433 235 5
1433 236 1
1433 237 4
1433 238 1
1433 243 5
1433 244 1
1433 245 0
1433 247 4
1433 248 4
1433 249 2
1433 250 0
1433 251 0
1433 254 0
1433 256 4
1433 258 4
1433 259 0
1433 260 3
1433 261 1
1433 263 0
1433 264 2
1433 265 2
1433 266 5
1433 267 2
1433 268 3
1433 269 5
1433 270 0
1433 271 0
1433 272 0
1433 273 3
1433 274 3
1433 276 1
1433 277 1
1433 278 0
1433 279 4
1433 280 5
1433 281 2
1433 282 2
1433 283 3
1433 284 1
1433 285 1
1433 286 1
1433 288 4
1433 289 2
1433 290 2
1433 291 1
1433 293 0
1433 294 1
1433 295 1
1433 296 1
1433 297 3
1433 298 0
1433 300 1
1433 301 4
1433 302 3
1433 303 4
1433 304 1
1433 305 4
1433 306 4
1433 307 4
1433 309 1
1433 310 5
1433 313 1
1433 314 1
1433 315 4
1433 316 1
1433 317 0
1433 319 2
1433 320 0
1433 321 5
1433 323 1
1433 324 4
1433 326 0
1433 327 4
1433 329 0
1433 331 0
1433 332 4
1433 333 5
1433 334 5
1433 336 2
1433 337 3
1433 338 3
1433 339 1
1433 340 4
1433 341 3
1433 342 2
1433 343 3
1433 344 5
1433 346 3
1433 347 2
1433 348 4
1433 350 4
1433 351 5
1433 352 1
1433 354 0
1433 355 3
1433 358 2
1433 359 4
1433 360 3
1433 362 0
1433 363 5
1433 365 1
1433 366 5
1433 367 3
1433 368 5
1433 369 2
1433 370 3
1433 372 3
1433 373 5
1433 374 0
1433 375 2
1433 377 3
1433 378 3
1433 379 0
1433 381 1
1433 382 3
1433 383 2
1433 384 1
1433 385 4
1433 386 1
1433 387 4
1433 389 1
1433 390 5
1433 391 4
1433 392 0
1433 393 0
1433 394 2
1433 395 5
1433 397 3
1433 398 2
1433 399 1
1433 403 2
1433 404 1
1433 405 1
1433 406 3
1433 407 3
1433 413 0
1433 414 0
1433 415 3
1433 417 4
1433 418 0
1433 419 4
1433 420 2
1433 421 0
1433 422 0
1433 424 5
1433 425 1
1433 426 0
1433 427 1
1433 430 3
1433 431 2
1433 433 5
1433 434 2
1433 435 4
1433 436 0
1433 439 5
1433 441 4
1433 442 0
1433 446 2
1433 447 5
1433 448 0
1433 450 4
1433 451 2
1433 452 5
1433 453 2
1433 454 4
1433 455 2
1433 456 0
1433 457 2
1433 459 3
1433 460 5
1433 461 3
1433 462 1
1433 463 3
1433 464 1
1433 465 4
1433 467 4
1433 468 3
1433 469 3
1433 470 3
1433 472 0
1433 473 2
1433 474 5
1433 475 5
1433 476 5
1433 477 2
1433 478 0
1433 479 3
1433 480 4
1433 482 5
1433 483 4
1433 485 2
1433 486 2
1433 487 3
1433 490 0
1433 495 3
1433 496 3
1433 497 4
1433 498 2
1433 502 3
1433 504 2
1433 507 5
1433 508 0
1433 510 0
1433 511 4
1433 515 3
1433 516 2
1433 517 2
1433 519 5
1433 520 2
1433 521 0
1433 522 3
1433 523 5
1433 525 2
1433 526 2
1433 527 4
1433 528 5
1433 529 3
1433 531 5
1433 532 1
1433 534 5
1433 535 0
1433 536 2
1433 537 2
1433 539 0
1433 540 4
1433 541 2
1433 543 0
1433 544 1
1433 545 0
1433 547 5
1433 548 2
1433 549 4
1433 552 2
1433 555 2
1433 557 0
1433 559 5
1433 560 2
1433 561 5
1433 563 4
1433 564 0
1433 565 1
1433 567 0
1433 570 3
1433 571 3
1433 572 3
1433 573 4
1433 575 4
1433 576 3
1433 577 1
1433 578 2
1433 579 2
1433 581 1
1433 583 4
1433 584 5
1433 585 5
1433 586 1
1433 587 1
1433 588 4
1433 589 5
1433 590 2
1433 591 0
1433 592 5
1433 593 3
1433 597 5
1433 598 5
1433 599 2
1433 600 5
1433 609 1
1433 615 4
1433 616 1
1433 619 4
1433 620 3
1433 623 5
1433 626 1
1433 628 4
1433 632 2
1433 634 2
1433 637 1
1433 638 1
1433 639 2
1433 640 4
1433 641 4
1433 642 1
1433 643 0
1433 644 1
1433 645 0
1433 646 0
1433 648 2
1433 649 2
1433 651 3
1433 654 4
1433 655 3
1433 656 3
1433 657 4
1433 660 1
1433 663 2
1433 664 2
1433 665 5
1433 666 3
1433 667 3
1433 668 0
1433 670 5
1433 671 1
1433 672 2
1433 675 1
1433 676 1
1433 678 1
1433 680 5
1433 683 4
1433 685 1
1433 686 5
1433 691 3
1433 692 2
1433 694 5
1433 697 1
1433 699 0
1433 700 3
1433 701 5
1433 702 2
1433 705 5
1433 706 0
1433 708 2
1433 713 4
1433 715 3
1433 716 2
1433 717 4
1433 720 3
1433 721 5
1433 722 0
1433 723 2
1433 726 0
1433 728 2
1433 729 4
1433 731 5
1433 732 2
1433 735 3
1433 736 4
1433 737 0
1433 740 1
1433 742 3
1433 743 5
1433 744 2
1433 745 2
1433 747 0
1433 749 3
1433 751 3
1433 753 1
1433 755 5
1433 761 5
1433 763 3
1433 766 5
1433 767 2
1433 769 5
1433 771 2
1433 772 5
1433 773 4
1433 774 5
1433 778 2
1433 780 1
1433 782 0
1433 783 2
1433 784 0
1433 785 5
1433 786 4
1433 787 2
1433 788 5
1433 794 1
1433 795 4
1433 796 2
1433 797 4
1433 803 4
1433 804 4
1433 805 1
1433 806 5
1433 809 0
1433 810 2
1433 813 2
1433 814 1
1433 821 4
1433 822 2
1433 828 2
1433 829 1
1433 830 3
1433 832 2
1433 833 4
1433 834 5
1433 837 0
1433 840 0
1433 842 3
1433 843 3
1433 844 4
1433 846 0
1433 847 3
1433 849 4
1433 851 4
1433 855 5
1433 856 5
1433 857 5
1433 859 3
1433 861 5
1433 863 3
1433 864 3
1433 869 2
1433 870 2
1433 871 3
1433 874 4
1433 875 2
1433 877 2
1433 878 1
1433 879 0
1433 881 5
1433 882 5
1433 885 0
1433 886 5
1433 887 2
1433 891 0
1433 892 0
1433 894 4
1433 897 5
1433 898 1
1433 899 5
1433 902 1
1433 905 5
1433 906 2
1433 907 1
1433 908 4
1433 909 5
1433 910 3
1433 911 2
1433 912 4
1433 913 3
1433 914 5
1433 916 0
1433 922 2
1433 925 1
1433 926 4
1433 932 0
1433 935 0
1433 938 0
1433 940 1
1433 942 0
1433 943 4
1433 945 3
1433 946 3
1433 948 1
1433 954 1
1433 958 1
1433 959 3
1433 961 5
1433 962 4
1433 963 0
1433 964 1
1433 965 3
1433 973 1
1433 976 1
1433 977 5
1433 978 2
1433 980 0
1433 982 5
1433 984 5
1433 985 5
1433 987 3
1433 988 5
1433 989 0
1433 991 5
1433 998 0
1433 1000 2
1433 1002 4
1433 1007 3
1433 1013 5
1433 1016 2
1433 1017 0
1433 1025 2
1433 1027 3
1433 1028 1
1433 1029 0
1433 1033 4
1433 1036 5
1433 1040 0
1433 1042 5
1433 1044 1
1433 1047 2
1433 1050 5
1433 1051 0
1433 1060 2
1433 1062 1
1433 1064 3
1433 1066 2
1433 1072 4
1433 1077 1
1433 1078 5
1433 1084 2
1433 1085 4
1433 1086 0
1433 1097 3
1433 1101 3
1433 1102 5
1433 1103 3
1433 1104 3
1433 1107 5
1433 1113 3
1433 1115 5
1433 1117 5
1433 1121 1
1433 1125 5
1433 1128 1
1433 1132 2
1433 1138 1
1433 1140 2
1433 1141 0
1433 1144 3
1433 1147 4
1433 1151 0
1433 1152 5
1433 1154 2
1433 1157 2
1433 1160 1
1433 1163 5
1433 1165 1
1433 1167 5
1433 1168 3
1433 1170 5
1433 1174 4
1433 1176 2
1433 1177 5
1433 1180 5
1433 1181 2
1433 1185 2
1433 1188 1
1433 1196 0
1433 1201 3
1433 1202 4
1433 1204 5
1433 1205 5
1433 1207 2
1433 1208 1
1433 1209 5
1433 1210 4
1433 1212 1
1433 1213 5
1433 1215 0
1433 1217 5
1433 1226 2
1433 1233 2
1433 1235 0
1433 1236 0
1433 1238 3
1433 1252 2
1433 1253 4
1433 1255 0
1433 1256 5
1433 1257 5
1433 1260 1
1433 1262 0
1433 1263 4
1433 1267 0
1433 1268 3
1433 1273 1
1433 1275 0
1433 1277 5
1433 1278 1
1433 1281 3
1433 1282 5
1433 1283 3
1433 1285 2
1433 1287 1
1433 1288 3
1433 1289 4
1433 1293 5
1433 1300 2
1433 1302 3
1433 1303 0
1433 1306 3
1433 1310 4
1433 1312 2
1433 1313 1
1433 1314 0
1433 1315 2
1433 1318 2
1433 1321 1
1433 1326 1
1433 1329 0
1433 1330 2
1433 1333 5
1433 1334 0
1433 1335 4
1433 1336 0
1433 1337 2
1433 1338 1
1433 1339 0
1433 1341 3
1433 1342 5
1433 1344 3
1433 1353 5
1433 1354 4
1433 1356 0
1433 1361 4
1433 1364 0
1433 1366 5
1433 1367 4
1433 1370 5
1433 1375 1
1433 1376 2
1433 1377 0
1433 1385 2
1433 1387 0
1433 1391 5
1433 1394 4
1433 1395 5
1433 1397 0
1433 1398 0
1433 1399 0
1433 1401 5
1433 1402 0
1433 1404 2
1433 1407 5
1433 1408 4
1433 1411 0
1433 1415 0
1433 1417 2
1433 1421 4
1433 1422 1
1433 1426 0
1433 1429 5
1433 1439 1
1433 1444 1
1433 1448 4
1433 1451 4
1433 1458 4
1433 1459 0
1433 1462 3
1433 1469 4
1433 1477 0
1433 1478 0
1433 1487 0
1433 1494 4
1433 1498 3
1433 1504 2
1433 1507 4
1433 1511 2
1433 1513 1
1433 1514 5
1433 1521 2
1433 1524 2
1433 1525 0
1433 1528 3
1433 1531 5
1433 1533 2
1433 1534 0
1433 1541 5
1433 1550 4
1433 1555 5
1433 1561 3
1433 1565 4
1433 1569 0
1433 1587 0
1433 1589 2
1433 1595 2
1433 1596 0
1433 1603 0
1433 1612 0
1433 1613 3
1433 1617 4
1433 1619 1
1433 1620 0
1433 1621 2
1433 1623 4
1433 1628 5
1433 1629 3
1433 1630 0
1433 1631 0
1433 1632 2
1433 1635 3
1433 1636 1
1433 1638 3
1433 1641 5
1433 1645 5
1433 1653 2
1433 1660 2
1433 1661 2
1433 1666 4
1433 1672 3
1433 1679 3
1433 1683 1
1433 1685 4
1433 1687 1
1433 1688 0
1433 1690 5
1433 1694 3
1433 1696 2
1433 1702 0
1433 1705 0
1433 1713 2
1433 1715 3
1433 1717 5
1433 1720 5
1433 1726 1
1433 1741 0
1433 1743 3
1433 1750 1
1433 1752 5
1433 1753 2
1433 1756 2
1433 1773 5
1433 1776 2
1433 1780 0
1433 1782 5
1433 1788 5
1433 1791 2
1433 1796 5
1433 1797 1
1433 1800 0
1433 1803 0
1433 1804 1
1433 1811 2
1433 1812 1
1433 1814 3
1433 1816 1
1433 1817 2
1433 1828 0
1433 1829 3
1433 1840 0
1433 1855 0
1433 1861 0
1433 1872 0
1433 1873 4
1433 1880 3
1433 1891 5
1433 1896 4
1433 1901 2
1433 1902 4
1433 1906 3
1433 1907 5
1433 1910 2
1433 1917 4
1433 1918 2
1433 1919 3
1433 1920 3
1433 1926 3
1433 1927 3
1433 1936 1
1433 1938 4
1433 1941 5
1433 1949 5
1433 1954 5
1433 1962 3
1433 1975 5
1433 1983 0
1433 2019 5
1433 2026 2
1433 2027 4
1433 2029 2
1433 2036 5
1433 2038 5
1433 2045 1
1433 2050 0
1433 2055 1
1433 2067 5
1433 2072 0
1433 2085 4
1433 2089 3
1433 2090 0
1433 2093 1
1433 2119 1
1433 2143 0
1433 2147 3
1433 2150 4
1433 2154 3
1433 2168 2
1433 2177 1
1433 2192 4
1433 2206 2
1433 2209 2
1433 2214 1
1433 2215 0
1433 2220 1
1433 2222 2
1433 2232 5
1433 2248 2
1433 2252 3
1433 2261 4
1433 2287 0
1433 2289 1
1433 2294 0
1433 2303 1
1433 2304 2
1433 2305 1
1433 2306 1
1433 2338 4
1433 2340 3
1433 2352 2
1433 2358 4
1433 2359 2
1433 2366 1
1433 2369 2
1433 2378 5
1433 2386 0
1433 2412 2
1433 2416 0
1433 2417 0
1433 2422 4
1433 2442 2
1433 2444 4
1433 2460 4
1433 2462 4
1433 2465 1
1433 2483 4
1433 2494 4
1433 2522 2
1433 2526 1
1433 2562 0
1433 2584 2
1433 2587 3
1433 2589 2
1433 2625 0
1433 2635 1
1433 2641 1
1433 2650 5
1433 2661 4
1433 2749 4
1433 2750 0
1433 2761 4
1433 2765 4
1433 2774 1
1433 2780 3
1433 2799 4
1433 2824 2
1433 2830 0
1433 2831 3
1433 2839 5
1433 2845 0
1433 2863 3
1433 2881 1
1433 2888 0
1433 2919 1
1433 2940 3
1433 2953 4
1433 2956 4
1433 2969 3
1433 2977 3
1433 2983 4
1433 2987 4
1433 2994 4
1433 2997 3
1433 3000 5
1433 3012 4
1433 3021 4
1433 3032 3
1433 3044 0
1433 3049 1
1433 3077 3
1433 3087 4
1433 3101 3
1433 3102 3
1433 3125 5
1433 3194 2
1433 3210 5
1433 3216 1
1433 3258 3
1433 3298 3
1433 3303 4
1433 3323 5
1433 3330 3
1433 3342 3
1433 3364 5
1433 3402 2
1433 3431 5
1433 3485 2
1433 3490 3
1433 3520 3
1433 3652 3
1433 3688 4
1433 3703 4
1433 3753 4
1433 3773 4
1433 3796 0
1433 3877 5
1433 3905 4
1433 3909 3
1433 3911 4
1433 3952 1
1433 3957 1
1433 3985 0
1433 3987 5
1433 3993 5
1433 4055 0
1433 4072 1
1433 4127 5
1433 4277 1
1433 4313 0
1433 4388 1
1433 4409 4
1433 4463 1
1433 4521 0
1433 4568 4
1433 4574 0
1433 4598 0
1433 4599 1
1433 4681 5
1433 4745 0
1433 4749 2
1433 4795 3
1433 4860 4
1433 4891 1
1433 4968 2
1433 4988 4
1433 5057 3
1433 5081 1
1433 5082 5
1433 5146 4
1433 5184 4
1433 5260 2
1433 5266 2
1433 5326 4
1433 5381 0
1433 5412 0
1433 5415 1
1433 5551 0
1433 5552 2
1433 5553 4
1433 5571 3
1433 5572 3
1433 5649 4
1433 5660 5
1433 5734 5
1433 5767 3
1433 5802 0
1433 5822 3
1433 5889 1
1433 5896 1
1433 5922 1
1433 6082 2
1433 6086 4
1433 6147 4
1433 6179 2
1433 6264 0
1433 6290 5
1433 6302 0
1433 6388 2
1433 6419 4
1433 6483 0
1433 6585 4
1433 6710 5
1433 6793 5
1433 6830 2
1433 6914 4
1433 7166 3
1433 7168 2
1433 7179 0
1433 7184 2
1433 7258 4
1433 7260 3
1433 7290 1
1433 7313 1
1433 7323 4
1433 7516 5
1433 7547 1
1433 7580 5
1433 7635 0
1433 7667 1
1433 8003 5
1433 8010 1
1433 8013 3
1433 8143 4
1433 8199 5
1433 8232 0
1433 8345 5
1433 8428 1
1433 8603 1
1433 8680 3
1433 8735 5
1433 8786 0
1433 8800 3
1433 8961 5
1433 9250 3
1433 9459 0
1433 9575 2
1433 9646 2
1433 9706 1
1433 9745 4
1433 9881 0
1433 10471 4
1433 10537 0
1433 10802 1
1433 10928 5
1433 11259 2
1433 11533 0
1433 12267 3
1433 12465 5
1433 13635 3
1433 13877 2
1433 14907 5
1433 16593 0
1728 0 5
1728 1 3
1728 2 2
1728 3 1
1728 4 2
1728 5 1
1728 6 3
1728 7 3
1728 8 0
1728 9 1
1728 10 1
1728 11 0
1728 12 5
1728 13 3
1728 14 3
1728 15 1
1728 16 1
1728 17 5
1728 18 1
1728 19 4
1728 20 1
1728 21 3
1728 22 4
1728 23 2
1728 24 0
1728 25 2
1728 26 3
1728 27 0
1728 28 0
1728 29 5
1728 30 5
1728 31 5
1728 32 4
1728 33 0
1728 34 2
1728 35 1
1728 37 5
1728 38 2
1728 39 4
1728 40 2
1728 41 4
1728 42 0
1728 43 5
1728 44 3
1728 45 1
1728 46 1
1728 47 5
1728 48 4
1728 49 2
1728 50 1
1728 51 1
1728 52 5
1728 53 1
1728 54 4
1728 55 0
1728 56 0
1728 57 4
1728 58 5
1728 59 0
1728 60 5
1728 61 3
1728 62 5
1728 63 3
1728 64 5
1728 65 0
1728 66 2
1728 67 4
1728 68 2
1728 69 4
1728 71 4
1728 72 5
1728 73 2
1728 74 0
1728 75 5
1728 76 5
1728 77 3
1728 78 2
1728 79 0
1728 80 5
1728 81 2
1728 82 4
1728 83 2
1728 84 4
1728 85 2
1728 86 1
1728 87 4
1728 88 3
1728 89 1
1728 90 0
1728 91 5
1728 92 1
1728 93 5
1728 95 2
1728 96 4
1728 97 5
1728 98 0
1728 99 3
1728 100 4
1728 101 5
1728 102 2
1728 103 4
1728 104 1
1728 105 0
1728 106 4
1728 107 4
1728 108 4
1728 109 0
1728 110 0
1728 111 5
1728 113 4
1728 114 1
1728 115 1
1728 116 1
1728 117 4
1728 119 3
1728 120 5
1728 121 2
1728 122 2
1728 123 4
1728 124 1
1728 125 1
1728 126 1
1728 127 0
1728 128 2
1728 129 1
1728 130 3
1728 131 4
1728 132 2
1728 133 3
1728 134 4
1728 135 3
1728 136 3
1728 137 5
1728 138 0
1728 139 3
1728 140 2
1728 141 2
1728 142 5
1728 143 0
1728 144 5
1728 145 4
1728 146 5
1728 147 4
1728 148 3
1728 149 2
1728 150 2
1728 151 4
1728 152 1
1728 153 2
1728 154 0
1728 155 4
1728 156 2
1728 157 5
1728 158 5
1728 159 5
1728 160 5
1728 161 3
1728 162 4
1728 163 4
1728 164 2
1728 165 0
1728 166 5
1728 167 5
1728 170 5
1728 171 0
1728 172 5
1728 173 5
1728 174 1
1728 175 0
1728 176 2
1728 177 4
1728 178 2
1728 179 3
1728 180 4
1728 181 3
1728 182 2
1728 183 2
1728 184 4
1728 185 2
1728 186 2
1728 187 1
1728 188 2
1728 189 1
1728 190 0
1728 191 5
1728 192 0
1728 193 0
1728 194 2
1728 196 2
1728 197 1
1728 198 0
1728 199 1
1728 200 5
1728 201 2
1728 202 5
1728 203 2
1728 204 3
1728 205 0
1728 206 2
1728 207 3
1728 208 2
1728 209 5
1728 210 0
1728 211 3
1728 212 4
1728 213 2
1728 214 2
1728 215 5
1728 216 5
1728 217 4
1728 218 4
1728 219 0
1728 220 2
1728 221 5
1728 222 0
1728 223 1
1728 224 5
1728 225 5
1728 226 3
1728 227 2
1728 228 5
1728 229 5
1728 230 1
1728 231 0
1728 232 3
1728 233 2
1728 234 4
1728 235 3
1728 237 1
1728 238 0
1728 239 0
1728 240 3
1728 242 3
1728 243 4
1728 244 3
1728 245 2
1728 246 2
1728 247 1
1728 248 4
1728 249 0
1728 250 5
1728 251 3
1728 252 0
1728 253 3
1728 254 2
1728 255 0
1728 256 1
1728 257 0
1728 258 4
