# UID MID Rating
926 0 2
926 1 5
926 2 0
926 3 5
926 4 1
926 5 2
926 6 5
926 7 2
926 8 3
926 9 1
926 10 0
926 11 5
926 12 1
926 13 0
926 14 3
926 15 2
926 16 0
926 17 5
926 18 5
926 19 3
926 20 1
926 21 5
926 22 0
926 23 3
926 24 2
926 25 4
926 26 0
926 27 0
926 28 1
926 29 2
926 30 5
926 31 3
926 32 1
926 33 3
926 34 1
926 35 0
926 36 1
926 37 2
926 38 0
926 39 0
926 40 4
926 41 0
926 42 1
926 43 0
926 44 4
926 45 1
926 46 0
926 47 5
926 48 5
926 50 4
926 51 0
926 52 0
926 53 4
926 54 5
926 55 5
926 56 5
926 57 5
926 58 4
926 59 4
926 60 0
926 61 1
926 62 5
926 63 3
926 64 0
926 65 4
926 66 0
926 67 0
926 68 0
926 69 0
926 70 4
926 71 1
926 72 3
926 73 5
926 74 1
926 75 0
926 76 4
926 77 1
926 78 1
926 79 0
926 80 3
926 81 0
926 82 2
926 83 3
926 84 3
926 85 3
926 86 2
926 87 4
926 88 2
926 89 2
926 90 3
926 91 4
926 92 3
926 93 1
926 94 2
926 95 1
926 96 1
926 97 2
926 98 0
926 99 4
926 100 1
926 101 4
926 102 4
926 103 5
926 104 4
926 105 4
926 106 0
926 107 5
926 108 3
926 109 2
926 110 4
926 111 5
926 112 2
926 113 0
926 114 3
926 115 3
926 116 3
926 117 4
926 118 2
926 119 2
926 120 3
926 121 4
926 122 4
926 123 0
926 124 4
926 125 1
926 126 3
926 127 5
926 128 3
926 129 0
926 130 2
926 131 4
926 132 4
926 133 5
926 134 3
926 135 3
926 137 1
926 138 0
926 139 2
926 140 0
926 141 0
926 142 3
926 143 2
926 145 1
926 146 4
926 147 1
926 148 0
926 149 4
926 150 5
926 151 4
926 152 0
926 153 4
926 154 0
926 155 0
926 156 5
926 157 3
926 158 5
926 159 4
926 160 5
926 161 1
926 162 0
926 163 2
926 164 2
926 165 2
926 166 1
926 167 0
926 168 3
926 169 3
926 170 4
926 171 2
926 172 1
926 173 4
926 174 1
926 175 2
926 176 4
926 177 3
926 178 3
926 179 0
926 180 4
926 181 3
926 182 5
926 183 1
926 184 1
926 185 4
926 186 0
926 187 4
926 188 5
926 189 1
926 190 3
926 191 3
926 192 2
926 193 2
926 194 5
926 195 5
926 196 0
926 197 3
926 198 3
926 199 1
926 200 0
926 201 1
926 202 0
926 203 1
926 204 4
926 205 4
926 206 0
926 207 3
926 208 3
926 209 4
926 210 5
926 211 3
926 212 4
926 213 0
926 214 4
926 215 3
926 216 4
926 217 1
926 218 1
926 219 2
926 220 3
926 221 1
926 222 0
926 223 0
926 224 2
926 225 5
926 226 4
926 227 3
926 228 1
926 229 3
926 230 4
926 231 2
926 232 3
926 233 3
926 234 0
926 236 3
926 237 5
926 238 3
926 240 0
926 241 5
926 242 1
926 243 5
926 244 3
926 246 0
926 247 1
926 248 4
926 249 2
926 250 2
926 251 4
926 252 1
926 253 1
926 254 5
926 255 3
926 256 4
926 257 2
926 258 2
926 259 2
926 260 0
926 261 5
926 262 3
926 263 2
926 264 1
926 265 0
926 266 0
926 267 1
926 268 2
926 269 2
926 270 0
926 271 4
926 272 1
926 273 5
926 274 1
926 276 2
926 277 5
926 278 1
926 279 4
926 280 3
926 281 3
926 282 4
926 283 3
926 285 5
926 286 2
926 287 0
926 288 0
926 289 0
926 290 4
926 291 0
926 292 0
926 293 1
926 294 3
926 295 1
926 296 2
926 297 4
926 298 2
926 299 2
926 300 1
926 301 3
926 302 3
926 303 2
926 304 2
926 305 2
926 306 5
926 307 5
926 309 4
926 310 4
926 311 4
926 312 2
926 313 3
926 314 5
926 315 5
926 316 1
926 317 4
926 318 4
926 319 3
926 320 0
926 321 0
926 322 4
926 323 4
926 324 3
926 325 3
926 326 4
926 327 5
926 328 1
926 329 3
926 330 3
926 332 4
926 333 3
926 334 4
926 335 4
926 336 5
926 337 5
926 338 3
926 339 2
926 340 2
926 341 3
926 342 4
926 343 3
926 344 3
926 346 1
926 347 0
926 348 4
926 349 5
926 350 1
926 351 4
926 352 1
926 353 4
926 354 5
926 355 5
926 356 4
926 357 1
926 358 1
926 359 2
926 360 5
926 361 1
926 362 3
926 363 0
926 364 0
926 365 3
926 366 1
926 367 3
926 368 5
926 369 1
926 370 0
926 372 2
926 373 1
926 374 0
926 375 0
926 376 3
926 377 3
926 378 2
926 379 5
926 380 1
926 381 2
926 382 4
926 383 0
926 384 5
926 388 0
926 389 0
926 390 4
926 391 1
926 392 3
926 393 3
926 394 1
926 395 5
926 396 5
926 397 0
926 398 0
926 399 1
926 400 2
926 401 4
926 402 2
926 403 4
926 404 1
926 405 4
926 406 0
926 407 4
926 408 0
926 409 1
926 410 5
926 411 0
926 412 5
926 413 4
926 414 4
926 415 1
926 416 4
926 417 3
926 418 1
926 419 4
926 420 5
926 421 0
926 422 4
926 423 5
926 424 1
926 426 0
926 427 1
926 428 4
926 429 1
926 430 2
926 431 4
926 433 2
926 434 0
926 435 3
926 436 2
926 437 1
926 438 0
926 439 4
926 440 5
926 441 3
926 443 1
926 444 5
926 445 0
926 446 5
926 447 5
926 448 3
926 449 5
926 450 4
926 451 0
926 452 1
926 453 0
926 454 4
926 455 4
926 456 5
926 457 5
926 458 0
926 459 5
926 460 5
926 461 0
926 462 2
926 464 2
926 465 5
926 466 4
926 467 0
926 468 5
926 469 1
926 470 3
926 471 4
926 472 1
926 473 3
926 474 3
926 475 5
926 476 0
926 478 3
926 480 0
926 481 4
926 482 5
926 483 3
926 484 3
926 485 3
926 486 5
926 488 2
926 489 1
926 490 2
926 491 2
926 492 0
926 493 4
926 494 5
926 495 5
926 496 3
926 497 4
926 498 1
926 499 4
926 500 3
926 501 0
926 502 2
926 503 0
926 504 5
926 505 1
926 506 1
926 507 1
926 508 2
926 509 5
926 510 2
926 511 4
926 512 0
926 515 3
926 516 4
926 518 5
926 519 0
926 521 1
926 522 4
926 523 4
926 524 4
926 525 1
926 526 4
926 527 5
926 528 1
926 529 0
926 530 5
926 531 3
926 532 3
926 533 5
926 534 3
926 535 5
926 536 3
926 537 2
926 538 5
926 539 4
926 540 3
926 541 0
926 542 2
926 543 3
926 545 2
926 546 0
926 548 2
926 550 5
926 551 1
926 552 1
926 553 3
926 554 5
926 555 5
926 557 1
926 558 1
926 559 1
926 560 4
926 562 0
926 563 2
926 565 3
926 566 5
926 567 2
926 569 0
926 570 2
926 571 3
926 572 0
926 573 4
926 574 2
926 575 1
926 576 2
926 577 5
926 578 2
926 579 5
926 580 0
926 581 5
926 582 3
926 584 5
926 586 1
926 587 3
926 589 3
926 590 1
926 591 4
926 592 2
926 593 2
926 595 2
926 596 3
926 597 0
926 598 4
926 599 0
926 600 2
926 601 5
926 602 1
926 603 3
926 604 3
926 605 2
926 607 1
926 608 4
926 610 3
926 611 3
926 612 5
926 613 4
926 615 4
926 616 0
926 617 4
926 618 0
926 619 4
926 620 0
926 621 1
926 623 5
926 624 0
926 625 0
926 626 2
926 627 2
926 629 4
926 630 0
926 631 1
926 632 3
926 633 5
926 634 5
926 635 5
926 636 0
926 637 1
926 638 1
926 639 0
926 640 3
926 642 0
926 643 3
926 644 0
926 645 1
926 646 4
926 647 3
926 648 2
926 649 5
926 650 3
926 651 1
926 652 5
926 653 3
926 654 5
926 655 5
926 657 1
926 658 0
926 659 5
926 660 0
926 661 4
926 662 5
926 663 1
926 664 0
926 665 4
926 666 1
926 667 2
926 668 1
926 669 2
926 670 1
926 671 2
926 672 0
926 673 4
926 674 0
926 675 4
926 676 1
926 677 0
926 679 2
926 680 1
926 681 5
926 682 3
926 683 3
926 684 3
926 685 4
926 686 4
926 687 1
926 689 2
926 690 0
926 691 5
926 692 1
926 693 0
926 694 4
926 696 5
926 697 2
926 698 5
926 699 0
926 700 0
926 701 3
926 702 3
926 704 4
926 705 0
926 706 4
926 707 3
926 708 2
926 709 4
926 712 2
926 713 0
926 714 0
926 715 1
926 716 1
926 717 2
926 718 0
926 719 0
926 720 1
926 721 1
926 722 5
926 723 1
926 724 1
926 725 0
926 726 4
926 727 4
926 730 5
926 731 4
926 732 5
926 733 0
926 736 1
926 738 5
926 739 5
926 740 2
926 742 4
926 743 5
926 744 4
926 745 5
926 746 3
926 747 4
926 748 4
926 749 2
926 750 0
926 751 4
926 753 1
926 754 4
926 755 5
926 756 2
926 757 2
926 758 2
926 759 2
926 760 0
926 762 3
926 764 3
926 765 5
926 766 2
926 767 1
926 768 3
926 769 5
926 770 3
926 771 2
926 773 5
926 774 1
926 775 5
926 776 2
926 777 2
926 778 0
926 779 0
926 780 5
926 781 2
926 782 0
926 783 4
926 785 3
926 786 0
926 787 2
926 789 5
926 790 2
926 791 5
926 792 4
926 793 3
926 794 0
926 795 2
926 797 1
926 798 2
926 799 3
926 800 4
926 801 2
926 802 3
926 803 2
926 804 0
926 805 2
926 806 1
926 807 5
926 808 2
926 809 5
926 810 3
926 811 2
926 812 2
926 814 4
926 815 1
926 816 0
926 818 2
926 819 4
926 820 4
926 821 3
926 822 4
926 823 0
926 824 3
926 825 3
926 826 0
926 827 2
926 828 5
926 829 4
926 830 5
926 832 1
926 834 3
926 835 5
926 836 2
926 837 1
926 838 5
926 839 2
926 841 5
926 842 4
926 843 0
926 844 0
926 845 3
926 846 2
926 847 2
926 849 2
926 850 5
926 851 5
926 852 5
926 853 3
926 854 1
926 855 0
926 856 1
926 857 0
926 860 5
926 861 1
926 862 3
926 863 2
926 866 4
926 868 5
926 869 1
926 870 5
926 871 1
926 872 0
926 874 1
926 875 2
926 876 1
926 877 3
926 879 2
926 880 5
926 883 2
926 884 1
926 885 3
926 886 0
926 887 1
926 888 0
926 889 4
926 890 2
926 891 2
926 892 4
926 893 0
926 894 4
926 895 2
926 896 5
926 898 0
926 899 5
926 900 3
926 901 1
926 902 5
926 903 1
926 906 3
926 907 5
926 908 0
926 909 4
926 910 3
926 911 2
926 913 0
926 914 5
926 915 2
926 916 2
926 917 3
926 918 3
926 920 5
926 921 4
926 922 1
926 923 1
926 924 5
926 926 1
926 927 5
926 928 0
926 929 4
926 930 3
926 933 1
926 935 1
926 937 2
926 940 2
926 942 4
926 943 0
926 944 5
926 945 3
926 946 1
926 947 4
926 948 2
926 949 3
926 950 4
926 951 2
926 953 2
926 954 5
926 956 2
926 958 2
926 959 4
926 960 0
926 962 5
926 963 2
926 964 1
926 965 0
926 967 1
926 968 3
926 969 0
926 970 1
926 971 2
926 974 0
926 975 5
926 982 5
926 984 0
926 985 0
926 986 4
926 987 2
926 988 0
926 989 4
926 990 0
926 991 3
926 992 5
926 993 4
926 994 0
926 997 0
926 998 5
926 1000 3
926 1001 3
926 1002 1
926 1003 0
926 1004 4
926 1005 2
926 1006 0
926 1008 0
926 1009 3
926 1010 4
926 1012 1
926 1013 1
926 1014 1
926 1015 2
926 1016 3
926 1017 2
926 1018 3
926 1019 2
926 1020 2
926 1022 3
926 1023 1
926 1024 5
926 1025 2
926 1026 0
926 1027 3
926 1029 3
926 1030 2
926 1031 3
926 1033 1
926 1034 3
926 1035 4
926 1036 3
