# UID MID Rating
409 0 4
409 1 3
409 2 5
409 3 2
409 4 0
409 5 3
409 6 1
409 7 2
409 8 0
409 9 4
409 10 5
409 11 4
409 12 3
409 13 3
409 14 4
409 15 4
409 16 1
409 17 5
409 18 3
409 19 5
409 20 1
409 21 3
409 22 3
409 23 2
409 24 5
409 25 3
409 26 1
409 27 0
409 28 2
409 29 0
409 30 2
409 31 2
409 32 0
409 33 0
409 34 4
409 35 0
409 36 5
409 37 2
409 38 5
409 39 1
409 40 2
409 41 4
409 42 2
409 43 2
409 44 1
409 45 1
409 46 2
409 47 1
409 48 0
409 49 4
409 50 2
409 51 2
409 52 3
409 53 1
409 54 3
409 55 3
409 56 0
409 57 0
409 58 5
409 59 1
409 60 0
409 61 3
409 62 5
409 63 0
409 64 0
409 65 1
409 66 5
409 67 1
409 68 4
409 69 4
409 70 3
409 71 0
409 72 5
409 73 2
409 74 3
409 75 0
409 76 1
409 77 2
409 79 5
409 80 1
409 81 4
409 82 4
409 83 0
409 84 1
409 85 0
409 86 4
409 87 1
409 88 3
409 89 3
409 90 3
409 91 2
409 92 3
409 93 4
409 94 1
409 95 4
409 96 3
409 97 4
409 98 2
409 99 3
409 100 0
409 101 2
409 102 5
409 103 3
409 104 0
409 105 0
409 107 2
409 108 2
409 109 5
409 110 3
409 111 5
409 112 3
409 113 3
409 114 2
409 115 0
409 116 2
409 117 4
409 118 3
409 119 5
409 120 5
409 121 5
409 122 3
409 123 5
409 124 0
409 125 5
409 126 0
409 127 0
409 128 5
409 129 2
409 131 0
409 132 2
409 133 1
409 134 1
409 135 5
409 136 2
409 137 3
409 138 2
409 140 1
409 141 1
409 142 2
409 143 0
409 144 4
409 145 0
409 146 5
409 147 1
409 148 1
409 149 3
409 150 2
409 151 3
409 153 5
409 154 5
409 155 2
409 156 1
409 157 5
409 158 4
409 159 3
409 160 5
409 161 4
409 162 1
409 163 3
409 164 2
409 165 4
409 166 3
409 167 2
409 168 0
409 169 3
409 170 2
409 171 2
409 172 5
409 173 2
409 174 2
409 175 4
409 176 0
409 177 5
409 178 2
409 179 5
409 180 1
409 181 5
409 183 4
409 184 2
409 185 2
409 186 0
409 187 0
409 189 3
409 191 4
409 192 4
409 193 0
409 194 1
409 195 1
409 196 1
409 197 3
409 198 4
409 199 4
409 200 4
409 201 0
409 202 4
409 203 5
409 204 4
409 205 3
409 206 5
409 207 0
409 208 5
409 209 1
409 210 5
409 211 2
409 212 1
409 213 5
409 214 3
409 216 3
409 217 2
409 218 0
409 220 2
409 221 5
409 222 3
409 223 3
409 224 2
409 225 5
409 226 0
409 227 2
409 228 2
409 229 4
409 230 1
409 232 5
409 233 5
409 235 1
409 236 0
409 237 5
409 238 0
409 239 0
409 240 3
409 241 2
409 242 1
409 243 5
409 245 5
409 246 1
409 247 5
409 248 3
409 249 3
409 250 2
409 251 1
409 252 1
409 253 3
409 254 1
409 255 4
409 258 1
409 259 0
409 260 2
409 263 3
409 264 1
409 265 1
409 266 0
409 267 3
409 268 4
409 269 5
409 271 0
409 272 3
409 273 2
409 274 5
409 275 5
409 276 1
409 277 0
409 278 3
409 279 2
409 280 3
409 281 3
409 282 3
409 283 3
409 284 4
409 285 0
409 286 0
409 287 2
409 288 2
409 289 3
409 290 1
409 291 3
409 292 3
409 293 2
409 296 3
409 297 5
409 299 0
409 300 5
409 301 0
409 302 1
409 304 5
409 305 2
409 306 0
409 307 0
409 308 3
409 309 4
409 310 2
409 312 2
409 313 3
409 314 5
409 315 2
409 316 2
409 319 4
409 320 2
409 321 5
409 322 5
409 323 1
409 324 5
409 326 4
409 327 2
409 328 1
409 329 5
409 330 4
409 331 4
409 332 5
409 333 1
409 334 2
409 335 3
409 336 0
409 337 4
409 338 5
409 339 5
409 340 3
409 341 2
409 342 5
409 343 3
409 344 0
409 345 2
409 346 4
409 348 5
409 350 2
409 351 5
409 353 3
409 354 0
409 355 3
409 356 2
409 357 3
409 358 3
409 359 4
409 360 4
409 361 2
409 362 2
409 363 4
409 364 5
409 365 4
409 366 5
409 368 1
409 369 2
409 370 2
409 371 3
409 372 4
409 374 1
409 375 5
409 376 5
409 377 0
409 378 3
409 379 4
409 380 3
409 381 1
409 382 1
409 383 4
409 385 4
409 387 2
409 388 4
409 390 1
409 392 3
409 393 3
409 395 2
409 396 4
409 397 5
409 398 3
409 399 2
409 400 3
409 401 5
409 402 5
409 403 5
409 404 2
409 405 4
409 408 0
409 410 4
409 411 2
409 412 0
409 416 0
409 417 2
409 420 2
409 422 2
409 423 5
409 424 2
409 425 5
409 426 5
409 428 4
409 429 2
409 431 5
409 432 2
409 433 3
409 434 1
409 435 4
409 436 3
409 437 1
409 438 3
409 440 4
409 441 5
409 442 2
409 443 4
409 444 1
409 445 4
409 446 1
409 448 1
409 449 3
409 450 2
409 452 0
409 453 3
409 454 5
409 456 5
409 457 3
409 458 3
409 460 4
409 462 0
409 463 0
409 464 1
409 467 4
409 468 3
409 469 5
409 470 0
409 471 0
409 472 0
409 473 5
409 474 4
409 477 5
409 478 4
409 479 0
409 481 0
409 482 2
409 483 0
409 484 3
409 485 3
409 486 3
409 487 5
409 488 0
409 490 0
409 491 2
409 495 3
409 496 3
409 497 3
409 498 5
409 501 4
409 502 2
409 505 3
409 506 2
409 507 2
409 509 1
409 510 2
